Timestamp,Device_Name,MAC_Address,RSSI
2026-04-29 18:45:35.859633,POCO X7 Pro,9C:9E:D5:92:22:24,-90
2026-04-29 18:45:35.859668,TY,DC:23:50:F2:A3:5D,-92
2026-04-29 18:45:43.879780,POCO X7 Pro,9C:9E:D5:92:22:24,-88
2026-04-29 18:45:51.902486,POCO X7 Pro,9C:9E:D5:92:22:24,-89
2026-04-29 18:45:51.902529,TY,DC:23:50:F2:A3:5D,-91
2026-04-29 18:45:51.902547,LYWSD03MMC,A4:C1:38:91:9B:F2,-94
2026-04-29 18:45:59.915858,POCO X7 Pro,9C:9E:D5:92:22:24,-84
2026-04-29 18:45:59.915869,TY,DC:23:50:F2:A3:5D,-91
2026-04-29 18:46:07.927385,POCO X7 Pro,9C:9E:D5:92:22:24,-86
2026-04-29 18:46:07.927400,TY,DC:23:50:F2:A3:5D,-90
2026-04-29 18:46:07.927404,LYWSD03MMC,A4:C1:38:91:9B:F2,-91
