Timestamp,Device_Name,MAC_Address,RSSI
2026-04-29 18:49:10.781200,POCO X7 Pro,9C:9E:D5:92:22:24,-81
2026-04-29 18:49:18.792928,POCO X7 Pro,9C:9E:D5:92:22:24,-82
2026-04-29 18:49:18.792939,TY,DC:23:50:F2:A3:5D,-93
2026-04-29 18:49:18.792943,LYWSD03MMC,A4:C1:38:91:9B:F2,-93
2026-04-29 18:49:26.802047,POCO X7 Pro,9C:9E:D5:92:22:24,-86
2026-04-29 18:49:26.802061,TY,DC:23:50:F2:A3:5D,-87
2026-04-29 18:49:34.820279,POCO X7 Pro,9C:9E:D5:92:22:24,-85
2026-04-29 18:49:34.820326,TY,DC:23:50:F2:A3:5D,-89
2026-04-29 18:49:42.843668,POCO X7 Pro,9C:9E:D5:92:22:24,-85
2026-04-29 18:49:42.843700,LYWSD03MMC,A4:C1:38:91:9B:F2,-89
