Timestamp,Device_Name,MAC_Address,RSSI
2026-04-29 18:41:57.994849,POCO X7 Pro,9C:9E:D5:92:22:24,-69
2026-04-29 18:41:57.994905,LYWSD03MMC,A4:C1:38:91:9B:F2,-86
2026-04-29 18:42:06.020224,POCO X7 Pro,9C:9E:D5:92:22:24,-75
2026-04-29 18:42:06.020262,TY,DC:23:50:F2:A3:5D,-88
2026-04-29 18:42:14.039409,TY,DC:23:50:F2:A3:5D,-90
2026-04-29 18:42:14.039443,POCO X7 Pro,9C:9E:D5:92:22:24,-67
2026-04-29 18:42:22.054379,POCO X7 Pro,9C:9E:D5:92:22:24,-66
2026-04-29 18:42:22.054420,TY,DC:23:50:F2:A3:5D,-90
2026-04-29 18:42:30.068576,POCO X7 Pro,9C:9E:D5:92:22:24,-67
2026-04-29 18:42:30.068605,LYWSD03MMC,A4:C1:38:91:9B:F2,-91
