Timestamp,Device_Name,MAC_Address,RSSI
2026-04-29 18:37:26.570555,TY,DC:23:50:F2:A3:5D,-93
2026-04-29 18:37:26.570616,POCO X7 Pro,9C:9E:D5:92:22:24,-73
2026-04-29 18:37:34.591327,TY,DC:23:50:F2:A3:5D,-90
2026-04-29 18:37:34.591369,GR-AC_10001_09_e08b_SC,C0:39:37:AF:E0:8B,-99
2026-04-29 18:37:34.591389,POCO X7 Pro,9C:9E:D5:92:22:24,-83
2026-04-29 18:37:42.611433,POCO X7 Pro,9C:9E:D5:92:22:24,-64
2026-04-29 18:37:42.611447,TY,DC:23:50:F2:A3:5D,-97
2026-04-29 18:37:50.633232,POCO X7 Pro,9C:9E:D5:92:22:24,-67
2026-04-29 18:37:50.633277,TY,DC:23:50:F2:A3:5D,-90
2026-04-29 18:37:58.653332,POCO X7 Pro,9C:9E:D5:92:22:24,-68
