Timestamp,Device_Name,MAC_Address,RSSI
2026-04-29 18:40:42.747083,POCO X7 Pro,9C:9E:D5:92:22:24,-69
2026-04-29 18:40:42.747109,LYWSD03MMC,A4:C1:38:91:9B:F2,-88
2026-04-29 18:40:42.747122,HUAWEI Y6II,50:01:D9:CF:9B:E6,-41
2026-04-29 18:40:42.747128,Redmi Note 8 Pro,1C:CC:D6:39:31:50,-62
2026-04-29 18:40:50.752542,POCO X7 Pro,9C:9E:D5:92:22:24,-43
2026-04-29 18:40:50.752558,HUAWEI Y6II,50:01:D9:CF:9B:E6,-46
2026-04-29 18:40:50.752564,TY,DC:23:50:F2:A3:5D,-93
2026-04-29 18:40:50.752569,Redmi Note 8 Pro,1C:CC:D6:39:31:50,-64
2026-04-29 18:40:58.764666,HUAWEI Y6II,50:01:D9:CF:9B:E6,-47
2026-04-29 18:40:58.764698,LYWSD03MMC,A4:C1:38:91:9B:F2,-87
2026-04-29 18:40:58.764709,TY,DC:23:50:F2:A3:5D,-88
2026-04-29 18:40:58.764721,POCO X7 Pro,9C:9E:D5:92:22:24,-42
2026-04-29 18:40:58.764731,Redmi Note 8 Pro,1C:CC:D6:39:31:50,-64
2026-04-29 18:41:06.777368,POCO X7 Pro,9C:9E:D5:92:22:24,-49
2026-04-29 18:41:06.777408,Redmi Note 8 Pro,1C:CC:D6:39:31:50,-66
2026-04-29 18:41:14.791467,LYWSD03MMC,A4:C1:38:91:9B:F2,-89
2026-04-29 18:41:14.791512,POCO X7 Pro,9C:9E:D5:92:22:24,-62
2026-04-29 18:41:14.791529,HUAWEI Y6II,50:01:D9:CF:9B:E6,-46
2026-04-29 18:41:14.791544,Redmi Note 8 Pro,1C:CC:D6:39:31:50,-67
