Timestamp,Device_Name,MAC_Address,RSSI
2026-04-29 17:18:39.783100,GR-AC_10001_09_e08b_SC,C0:39:37:AF:E0:8B,-98
2026-04-29 17:18:39.783163,TY,DC:23:50:F2:A3:5D,-90
2026-04-29 17:18:39.783179,LYWSD03MMC,A4:C1:38:91:9B:F2,-86
2026-04-29 17:18:39.783196,POCO X7 Pro,9C:9E:D5:92:22:24,-81
2026-04-29 17:18:45.908143,POCO X7 Pro,9C:9E:D5:92:22:24,-84
2026-04-29 17:18:45.908174,GR-AC_10001_09_e08b_SC,C0:39:37:AF:E0:8B,-99
2026-04-29 17:18:45.908185,TY,DC:23:50:F2:A3:5D,-90
2026-04-29 17:18:51.930279,POCO X7 Pro,9C:9E:D5:92:22:24,-88
2026-04-29 17:18:51.930318,TY,DC:23:50:F2:A3:5D,-92
2026-04-29 17:18:58.060365,POCO X7 Pro,9C:9E:D5:92:22:24,-78
2026-04-29 17:18:58.060454,TY,DC:23:50:F2:A3:5D,-88
2026-04-29 17:18:58.060469,GR-AC_10001_09_e08b_SC,C0:39:37:AF:E0:8B,-98
2026-04-29 17:19:04.080774,TY,DC:23:50:F2:A3:5D,-93
2026-04-29 17:19:04.080805,POCO X7 Pro,9C:9E:D5:92:22:24,-85
